task_id,method,category,cvsr,object_f1,critical_recall,relation_f1,binding_f1,repair_success,fatal_violation,evidence_precision,replay_success,llm_calls,tool_calls,repair_rounds,tokens,cost_usd,latency_ms
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.7727,1.0,0.3,0.0,,[],1.0,0.75,3,29,0,3986,0.00075166,18258.2
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.8718,1.0,0.5714,0.0,,[],1.0,0.7273,3,20,0,3588,0.00065058,19324.1
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.7727,1.0,0.2222,0.0,,['R5'],1.0,0.75,3,29,0,4449,0.0008810199999999999,36795.0
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.7727,1.0,0.3,0.0,,[],1.0,0.6875,3,29,0,4490,0.0008855000000000001,24357.8
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,1,0,0,1980,0.0004452,20022.0
TN14-v2-asset,ReAct-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,17263,0.00384006,154703.9
TN14-v2-asset,ReAct-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,17530,0.00391272,177253.2
TN14-v2-asset,ReAct-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,16651,0.0036687000000000004,122964.2
TN14-v2-asset,ReAct-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14561,0.0030793,161230.6
TN14-v2-asset,ReAct-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,18382,0.00415128,290208.3
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,5,0,0,7649,0.00164906,38330.8
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,5,0,0,7421,0.00158522,49402.8
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,5,0,0,6240,0.00125454,81014.6
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,5,0,0,6928,0.00144718,75926.2
TN14-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,5,0,0,7485,0.0016031399999999999,67084.5
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],1.0,1.0,1,1,0,1896,0.00043344,16167.0
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],1.0,1.0,1,1,0,1896,0.00043344,7980.8
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],1.0,1.0,1,1,0,1896,0.00043344,16669.5
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],1.0,1.0,1,1,0,1896,0.00043344,200879.7
TN14-v2-asset,GenericRepair-AllTools,asset,False,0.0,0.0,0.0,0.0,,[],1.0,1.0,1,1,0,1896,0.00043344,21086.1
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0,1.0,1.0,1.0,,[],1.0,1.0,2,13,1,2500,0.00037576,142260.9
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0,1.0,1.0,1.0,,[],1.0,1.0,2,13,1,2504,0.0003724,4147.4
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0,1.0,1.0,1.0,,[],1.0,1.0,2,13,1,2504,0.0003724,7028.5
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0,1.0,1.0,1.0,,[],1.0,1.0,2,13,1,2504,0.0003724,7231.2
TN14-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0,1.0,1.0,1.0,,[],1.0,1.0,2,13,1,2504,0.0003724,4508.6
TN21-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,5,0,1051,0.00017248,15233.7
TN21-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,5,0,1089,0.00018312,3805.2
TN21-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,5,0,1089,0.00018312,3994.7
TN21-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,5,0,1089,0.00018312,3700.8
TN21-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,5,0,1051,0.00017248,1922.0
TN21-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,8,0,0,10966,0.00226282,312215.9
TN21-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,6,0,0,9054,0.0019324199999999998,119634.5
TN21-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,11466,0.0022001,283654.0
TN21-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,1,0,0,1418,0.00029778,8316.8
TN21-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14723,0.00311206,163608.6
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0,0.2,0.0,,"['R2', 'R2', 'R2']",1.0,0.0,5,7,0,5399,0.00101276,29926.4
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5101,0.00092932,76188.7
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5153,0.00094388,213046.1
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.4444,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5161,0.00094612,72228.4
TN21-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5151,0.0009433199999999999,25738.0
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.8333,1.0,0.2,0.3333,,[],1.0,1.0,1,3,0,1548,0.00033474,6770.7
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.2222,0.3333,,[],1.0,1.0,1,3,0,1460,0.0003101,4484.2
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.4444,0.3333,,[],1.0,1.0,1,3,0,1345,0.0002779,34424.0
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.4,0.3333,,[],1.0,1.0,1,3,0,1368,0.00028434,11100.6
TN21-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.2222,0.3333,,[],1.0,1.0,1,3,0,1465,0.0003115,10739.4
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.8889,1.0,,[],1.0,1.0,2,9,1,2799,0.00041832,4731.6
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.8889,1.0,,[],1.0,1.0,2,9,1,2837,0.00042896,20203.6
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.8889,1.0,,[],1.0,1.0,2,9,1,2837,0.00042896,18067.5
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.8889,1.0,,[],1.0,1.0,2,9,1,2837,0.00042896,4602.5
TN21-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.8889,1.0,,[],1.0,1.0,2,9,1,2799,0.00041832,4482.4
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.25,,[],1.0,0.0,1,6,0,1151,0.00019992,5565.6
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.25,,[],1.0,0.0,1,6,0,1098,0.00018508,2326.0
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.25,,[],1.0,0.0,1,6,0,1106,0.00018732,186543.8
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.25,,[],1.0,0.0,1,6,0,1098,0.00018508,8014.8
TN22-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.25,,[],1.0,0.0,1,6,0,1106,0.00018732,4644.7
TN22-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,16422,0.0035905799999999995,206291.4
TN22-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,16897,0.00372358,146549.5
TN22-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,11667,0.00225918,80217.2
TN22-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,15396,0.0033033,119762.6
TN22-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14865,0.00315462,95617.0
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8,1.0,0.1538,0.0,,['R2'],1.0,0.0,5,9,0,6132,0.0012194,39101.6
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,[],1.0,0.0,5,8,0,5665,0.0010886399999999999,66113.3
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.3333,0.0,,[],1.0,0.0,5,8,0,5607,0.0010724,31842.2
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,[],1.0,0.0,5,8,0,5427,0.001022,26025.7
TN22-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,[],1.0,0.0,5,8,0,5717,0.0011032,25644.2
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8,1.0,0.1538,0.0,,[],1.0,1.0,1,3,0,1608,0.00035182,13210.4
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0,0.3333,0.25,,[],1.0,1.0,1,3,0,1527,0.00032914,5869.8
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8,1.0,0.1538,0.0,,[],1.0,1.0,1,3,0,1601,0.00034986,6142.5
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0,0.3333,0.25,,[],1.0,1.0,1,3,0,1523,0.00032802,5978.4
TN22-v2-bind,GenericRepair-AllTools,bind,False,0.8,1.0,0.1538,0.0,,[],1.0,1.0,1,3,0,1619,0.0003549,14517.7
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.9091,0.25,,[],1.0,1.0,2,10,1,3093,0.00047292000000000005,6179.7
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.9091,0.25,,[],1.0,1.0,2,10,1,3093,0.00047292000000000005,5616.2
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.9091,0.25,,[],1.0,1.0,2,10,1,3093,0.00047292000000000005,5226.7
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.9091,0.25,,[],1.0,1.0,2,10,1,3089,0.00047180000000000003,8893.7
TN22-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.9091,0.25,,[],1.0,1.0,2,10,1,3040,0.00045808000000000003,7064.6
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.3333,,[],1.0,0.0,1,5,0,1048,0.00017178,2732.9
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.3333,,[],1.0,0.0,1,5,0,1048,0.00017178,2640.8
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.3333,,[],1.0,0.0,1,5,0,1094,0.00018466,3737.1
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.3333,,[],1.0,0.0,1,5,0,1094,0.00018466,4750.4
TN23-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.3333,,[],1.0,0.0,1,5,0,1094,0.00018466,5919.0
TN23-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,13998,0.00291046,104781.4
TN23-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14860,0.00315182,113564.1
TN23-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,13866,0.0028735,150592.4
TN23-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14740,0.00311822,89978.8
TN23-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14716,0.0031114999999999997,93229.8
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5291,0.00098322,17465.4
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0,0.2,0.0,,['R2'],1.0,0.0,5,7,0,5381,0.0010084199999999999,51802.4
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5137,0.0009400999999999999,20270.9
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8333,1.0,0.2,0.0,,['R2'],1.0,0.0,5,7,0,5368,0.00100478,48451.4
TN23-v2-bind,GenericMultiAgent-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,"['R2', 'R2']",1.0,0.0,5,6,0,5337,0.0009961,34496.8
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.8333,1.0,0.2,0.3333,,[],1.0,1.0,1,3,0,1383,0.00028868,6122.1
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,[],1.0,1.0,1,3,0,1445,0.00030604,7349.2
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,[],1.0,1.0,1,3,0,1327,0.000273,9626.9
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.2222,0.0,,[],1.0,1.0,1,3,0,1328,0.00027328,11308.2
TN23-v2-bind,GenericRepair-AllTools,bind,False,0.9091,1.0,0.4444,0.3333,,[],1.0,1.0,1,3,0,1469,0.00031276,6580.1
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.8889,0.3333,,[],1.0,1.0,2,9,1,2796,0.00041762,7559.0
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.8889,0.3333,,[],1.0,1.0,2,9,1,2846,0.00043106000000000004,6677.4
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.8889,0.3333,,[],1.0,1.0,2,9,1,2838,0.00042938,9659.5
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.8889,0.3333,,[],1.0,1.0,2,9,1,2796,0.00041762,4906.4
TN23-v2-bind,KAFarmTwin-TypedRepair,bind,False,1.0,1.0,0.8889,0.3333,,[],1.0,1.0,2,9,1,2796,0.00041762,5110.8
TN24-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,6,0,1114,0.00018844,2859.7
TN24-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,6,0,1118,0.00018956,5400.5
TN24-v2-bind,SingleAgent-AllTools,bind,False,1.0,1.0,1.0,0.75,,[],1.0,0.0,1,6,0,1118,0.00018956,3997.9
TN24-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,6,0,1118,0.00018956,5466.3
TN24-v2-bind,SingleAgent-AllTools,bind,True,1.0,1.0,1.0,1.0,,[],1.0,0.0,1,6,0,1163,0.00020216,5023.9
TN24-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,16625,0.0036446199999999995,143038.2
TN24-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,1,0,0,1646,0.00036162,12601.0
TN24-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,1,0,0,1635,0.00035854,17008.5
TN24-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,14666,0.0030961,105663.3
TN24-v2-bind,ReAct-AllTools,bind,False,0.0,0.0,0.0,0.0,,[],0.0,0.0,10,0,0,16978,0.0037468200000000005,132119.7
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,"['R2', 'R2', 'R2']",1.0,0.0,5,8,0,6078,0.0012028800000000001,31628.7
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,"['R2', 'R2', 'R2']",1.0,0.0,5,8,0,5435,0.00102284,32142.3
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8,1.0,0.1538,0.0,,"['R2', 'R2', 'R2', 'R2']",1.0,0.0,5,9,0,6057,0.0011970000000000001,135684.7
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,"['R2', 'R2', 'R2']",1.0,0.0,5,8,0,6247,0.0012502000000000001,39143.5
TN24-v2-bind,GenericMultiAgent-AllTools,bind,False,0.8571,1.0,0.1667,0.0,,"['R2', 'R2', 'R2']",1.0,0.0,5,8,0,5941,0.00116452,37860.5
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0,0.3077,0.25,,[],1.0,1.0,1,3,0,1576,0.00034258,5890.0
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8,1.0,0.1538,0.0,,[],1.0,1.0,1,3,0,1619,0.00035462,21028.8
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0,0.1667,0.25,,[],1.0,1.0,1,3,0,1553,0.00033614,9043.3
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8,1.0,0.1538,0.0,,[],1.0,1.0,1,3,0,1628,0.00035714,12841.0
TN24-v2-bind,GenericRepair-AllTools,bind,False,0.8571,1.0,0.1667,0.25,,[],1.0,1.0,1,3,0,1554,0.00033642,6315.5
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.9091,1.0,,[],1.0,1.0,2,10,1,3154,0.00048258000000000003,6770.4
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.9091,1.0,,[],1.0,1.0,2,10,1,3101,0.00046774,3603.4
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.9091,1.0,,[],1.0,1.0,2,10,1,3150,0.00048146,35344.2
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.9091,1.0,,[],1.0,1.0,2,10,1,3101,0.00046774,6976.6
TN24-v2-bind,KAFarmTwin-TypedRepair,bind,True,1.0,1.0,0.9091,1.0,,[],1.0,1.0,2,10,1,3101,0.00046774,11652.9
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN31-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN31-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,13899,0.00287294,117491.3
TN31-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,12610,0.0025144,81710.8
TN31-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,12680,0.00253162,110143.6
TN31-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,12129,0.00237972,113402.7
TN31-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,10094,0.00180992,79581.3
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2222,1.0,0.0,0.0,False,['R6'],1.0,0.0,5,5,0,4593,0.00078288,33237.4
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.3333,0.0,False,['R6'],1.0,0.0,5,5,0,5079,0.0009189599999999999,22004.6
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4,1.0,0.0,0.0,False,['R6'],1.0,0.0,5,2,0,4503,0.0007576800000000002,22228.3
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.3333,0.6667,False,['R6'],1.0,0.0,5,5,0,5014,0.00090076,19675.7
TN31-v2-repair,GenericMultiAgent-AllTools,repair,False,0.3529,1.0,0.0,0.6667,False,['R6'],1.0,0.0,5,5,0,4587,0.0007812,27302.5
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,['R6'],1.0,1.0,4,3,3,6447,0.0012720399999999999,24615.7
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.6,1.0,0.25,0.0,False,['R6'],1.0,1.0,4,3,3,6355,0.00124166,34799.3
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.3333,1.0,0.2857,0.0,False,['R6'],1.0,1.0,4,3,3,5651,0.0010787000000000001,28908.6
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.75,1.0,0.3333,0.0,True,[],1.0,1.0,1,3,0,1197,0.00023562,7436.5
TN31-v2-repair,GenericRepair-AllTools,repair,False,0.75,1.0,0.3333,0.0,True,[],1.0,1.0,1,3,0,1242,0.00024822,13928.9
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1257,0.0001771,2881.8
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1257,0.0001771,4791.5
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1257,0.0001771,6049.6
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1257,0.0001771,4761.6
TN31-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1257,0.0001771,772.1
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R5']",1.0,1.0,0,0,0,0,0.0,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R5']",1.0,1.0,0,0,0,0,0.0,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R5']",1.0,1.0,0,0,0,0,0.0,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R5']",1.0,1.0,0,0,0,0,0.0,0.0
TN32-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R5']",1.0,1.0,0,0,0,0,0.0,0.0
TN32-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,12772,0.0025678800000000002,96579.0
TN32-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,9462,0.0016318399999999999,77731.6
TN32-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,13174,0.00267862,218556.2
TN32-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,1,0,0,1194,0.00023506,9411.8
TN32-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,9223,0.0015649199999999998,118603.0
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.3333,0.0,False,[],1.0,0.0,5,5,0,4852,0.0008596,21828.9
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4,1.0,0.0,0.0,False,[],1.0,0.0,5,2,0,4483,0.00075628,57800.2
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.5,1.0,0.0,0.0,False,[],1.0,0.0,5,1,0,4584,0.00078456,82099.1
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.0,0.0,False,[],1.0,0.0,5,5,0,4980,0.0008954400000000001,26102.5
TN32-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.3333,0.0,False,[],1.0,0.0,5,5,0,4659,0.0008055600000000001,21514.5
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.6667,1.0,0.2857,0.0,False,[],1.0,1.0,1,3,0,1309,0.00026782,5939.5
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,[],1.0,1.0,1,3,0,1354,0.00028042,10104.2
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2222,1.0,0.3333,0.0,False,[],1.0,1.0,1,3,0,1259,0.00025382,7520.1
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,[],1.0,1.0,1,3,0,1306,0.00026698,7890.6
TN32-v2-repair,GenericRepair-AllTools,repair,False,0.6667,1.0,0.2857,0.6667,False,[],1.0,1.0,1,3,0,1413,0.00029694,11684.1
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,2,6,2,2488,0.0003507,2699.8
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,2,6,2,2488,0.0003507,10731.6
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,2,6,2,2488,0.0003507,8554.6
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,2,6,2,2488,0.0003507,2917.4
TN32-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,2,6,2,2488,0.0003507,3300.0
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
